Boro,Apartment,Story,Class,OrderNumber,CurrentStatus
MANHATTAN,2B,2,C,616,VIOLATION CLOSED
BROOKLYN,2R,2,B,505,FIRST NO ACCESS TO RE- INSPECT VIOLATION
BROOKLYN,A4,1,B,508,VIOLATION CLOSED
BRONX,2A,2,B,508,VIOLATION CLOSED
BROOKLYN,1F,1,A,554,VIOLATION CLOSED
BROOKLYN,F15,6,A,508,VIOLATION CLOSED
MANHATTAN,4,1,B,522,VIOLATION CLOSED
BRONX,,977,B,539,VIOLATION CLOSED
BROOKLYN,,2,B,505,NOT COMPLIED WITH
BRONX,,9,B,502,VIOLATION CLOSED
BROOKLYN,3R,3,B,702,VIOLATION DISMISSED
BROOKLYN,8,4,B,508,NOV SENT OUT
MANHATTAN,18F,18,B,508,VIOLATION CLOSED
BRONX,,-1,A,556,NOV SENT OUT
BROOKLYN,3H,3,B,508,VIOLATION CLOSED
BROOKLYN,BSMT4,Basement,A,554,FIRST NO ACCESS TO RE- INSPECT VIOLATION
BRONX,16,4,B,570,VIOLATION CLOSED
BROOKLYN,3L,3,A,554,VIOLATION CLOSED
BRONX,B2,2,B,566,VIOLATION CLOSED
BROOKLYN,,977,B,513,NOV SENT OUT
BROOKLYN,,0,C,502,FIRST NO ACCESS TO RE- INSPECT VIOLATION
MANHATTAN,5A,2,B,689,NOV CERTIFIED LATE
BROOKLYN,4C,4,A,579,VIOLATION CLOSED
BROOKLYN,1A,1,B,568,FIRST NO ACCESS TO RE- INSPECT VIOLATION
MANHATTAN,4/5B,4,A,529,VIOLATION CLOSED
MANHATTAN,12E,12,B,508,NOV SENT OUT
STATEN ISLAND,PH,1,B,802,VIOLATION CLOSED
BROOKLYN,2C,2,B,570,VIOLATION CLOSED
MANHATTAN,56,5,B,569,VIOLATION CLOSED
BRONX,,-1,C,671,VIOLATION CLOSED
BROOKLYN,1R,1,C,790,VIOLATION CLOSED
QUEENS,,0,B,506,VIOLATION CLOSED
BROOKLYN,8,,B,508,VIOLATION CLOSED
BROOKLYN,,-2,A,509,VIOLATION CLOSED
QUEENS,2FL,1,C,826,VIOLATION DISMISSED
BROOKLYN,B9,2,B,506,VIOLATION CLOSED
MANHATTAN,2W,2,C,526,VIOLATION CLOSED
BRONX,8M,9,B,1503,VIOLATION CLOSED
BRONX,4E,4,B,502,VIOLATION CLOSED
BRONX,2A,2,C,617,NOV CERTIFIED LATE
BROOKLYN,2,2,B,801,VIOLATION CLOSED
MANHATTAN,22,2,B,526,VIOLATION CLOSED
MANHATTAN,1,2,B,1503,VIOLATION CLOSED
BRONX,7,2,A,556,VIOLATION CLOSED
STATEN ISLAND,,1,C,988,VIOLATION CLOSED
BRONX,18,4,C,617,VIOLATION CLOSED
MANHATTAN,4B,,C,555,VIOLATION CLOSED
BROOKLYN,7D,4,B,508,VIOLATION CLOSED
BROOKLYN,4F,4,B,508,VIOLATION CLOSED
QUEENS,32D,2,B,702,NOV SENT OUT
BRONX,1C,2,B,508,VIOLATION CLOSED
BRONX,1B,1,B,702,VIOLATION CLOSED
MANHATTAN,12A,5,B,579,VIOLATION CLOSED
BRONX,15,3,B,502,VIOLATION CLOSED
BROOKLYN,,1,B,552,VIOLATION CLOSED
BROOKLYN,3L,3,B,508,VIOLATION CLOSED
BROOKLYN,5J,5,B,506,NOV SENT OUT
MANHATTAN,32,3,B,502,VIOLATION CLOSED
BRONX,5C,5,A,556,VIOLATION CLOSED
BROOKLYN,1R,1,C,504,NOV SENT OUT
BRONX,2C,3,B,508,NOV SENT OUT
BROOKLYN,A12,1,B,530,VIOLATION CLOSED
BROOKLYN,7D,4,B,1502,VIOLATION CLOSED
BRONX,6F,6,B,508,VIOLATION CLOSED
BRONX,5D,5,A,593,VIOLATION CLOSED
BRONX,4B,4,B,501,VIOLATION DISMISSED
QUEENS,HOUSE,1,B,808,VIOLATION CLOSED
MANHATTAN,5B,5,A,556,VIOLATION CLOSED
BRONX,4E,4,B,502,VIOLATION DISMISSED
MANHATTAN,F,1,B,568,FIRST NO ACCESS TO RE- INSPECT VIOLATION
BROOKLYN,3L,3,C,617,FIRST NO ACCESS TO RE- INSPECT VIOLATION
QUEENS,2D,2,A,554,VIOLATION CLOSED
MANHATTAN,4A,4,A,509,NOV SENT OUT
MANHATTAN,,Roof,B,530,NOT COMPLIED WITH
BRONX,5D,5,A,556,VIOLATION CLOSED
BROOKLYN,2,2,C,1042,VIOLATION CLOSED
BROOKLYN,2F,2,C,790,VIOLATION CLOSED
BROOKLYN,1R,1,A,529,VIOLATION CLOSED
BROOKLYN,129,1,C,790,FIRST NO ACCESS TO RE- INSPECT VIOLATION
BRONX,1,1,A,502,NOV SENT OUT
BRONX,4B,4,B,505,VIOLATION DISMISSED
BROOKLYN,6G,6,A,556,VIOLATION CLOSED
BROOKLYN,3FL,3,C,507,VIOLATION CLOSED
BRONX,B2,2,B,566,VIOLATION CLOSED
BRONX,2,2,A,556,NOV SENT OUT
QUEENS,4C,4,A,583,NOV SENT OUT
BRONX,6M,6,C,510,VIOLATION DISMISSED
BROOKLYN,1,1,B,570,FIRST NO ACCESS TO RE- INSPECT VIOLATION
MANHATTAN,1A,1,C,617,VIOLATION CLOSED
BRONX,4C,4,B,1503,VIOLATION CLOSED
BRONX,2E,2,B,569,VIOLATION CLOSED
BROOKLYN,2D,4,B,569,VIOLATION CLOSED
BRONX,,1,A,700,VIOLATION CLOSED
BROOKLYN,5A,5,C,790,VIOLATION CLOSED
BRONX,,0,B,552,VIOLATION CLOSED
MANHATTAN,1D,1,B,508,VIOLATION CLOSED
BROOKLYN,4R,4,B,509,NOV SENT OUT
BRONX,2C,4,B,596,VIOLATION CLOSED
BROOKLYN,A7,1,A,556,VIOLATION CLOSED
BROOKLYN,6H,5,A,501,NOV SENT OUT
BROOKLYN,6A,6,B,501,FIRST NO ACCESS TO RE- INSPECT VIOLATION
BROOKLYN,2R,2,B,502,VIOLATION CLOSED
BRONX,,0,A,106,VIOLATION CLOSED
BROOKLYN,C6,3,B,530,VIOLATION CLOSED
QUEENS,5,3,B,508,NOV SENT OUT
MANHATTAN,6D,6,A,556,VIOLATION CLOSED
BRONX,,2,B,502,VIOLATION CLOSED
MANHATTAN,E,1,B,568,VIOLATION CLOSED
QUEENS,2C,2,A,529,VIOLATION DISMISSED
BROOKLYN,5E,5,B,508,VIOLATION CLOSED
BROOKLYN,4L,4,A,556,VIOLATION CLOSED
MANHATTAN,21,,B,521,VIOLATION CLOSED
BRONX,2H,2,B,506,VIOLATION CLOSED
STATEN ISLAND,1,1,B,893,NOV SENT OUT
MANHATTAN,,1,A,700,NOV SENT OUT
QUEENS,2C,2,B,702,VIOLATION DISMISSED
BRONX,2,2,B,501,VIOLATION CLOSED
BRONX,,2,B,683,VIOLATION CLOSED
BROOKLYN,3,3,B,506,VIOLATION CLOSED
MANHATTAN,,-999,B,502,NOT COMPLIED WITH
MANHATTAN,3J,4,B,1503,FIRST NO ACCESS TO RE- INSPECT VIOLATION
MANHATTAN,4A,4,A,502,INVALID CERTIFICATION
MANHATTAN,6D,6,B,521,VIOLATION CLOSED
BROOKLYN,,1,B,809,VIOLATION CLOSED
MANHATTAN,47,4,B,501,VIOLATION CLOSED
MANHATTAN,,3,B,501,VIOLATION CLOSED
BROOKLYN,C3,3,B,508,VIOLATION REOPEN
BROOKLYN,1G,1,B,502,FIRST NO ACCESS TO RE- INSPECT VIOLATION
BRONX,3A,3,B,508,VIOLATION CLOSED
MANHATTAN,52,5,B,501,VIOLATION CLOSED
BROOKLYN,C3,3,A,591,VIOLATION CLOSED
BRONX,B30,5,A,529,VIOLATION CLOSED
BRONX,3,1,B,505,FIRST NO ACCESS TO RE- INSPECT VIOLATION
MANHATTAN,10E,3,B,505,NOV SENT OUT
BRONX,2D,2,C,612,VIOLATION CLOSED
BRONX,3B,3,B,1503,VIOLATION CLOSED
BROOKLYN,5F,5,B,501,VIOLATION CLOSED
BROOKLYN,1,1,C,1042,VIOLATION CLOSED
BROOKLYN,1E,1,B,510,VIOLATION CLOSED
STATEN ISLAND,PH,2,C,898,VIOLATION CLOSED
BROOKLYN,6B,6,B,550,VIOLATION CLOSED
BRONX,4L,4,C,508,VIOLATION DISMISSED
BRONX,3D,3,B,569,VIOLATION CLOSED
BROOKLYN,,0,B,505,VIOLATION CLOSED
MANHATTAN,1A,1,B,508,VIOLATION CLOSED
BROOKLYN,2FL,1,B,898,VIOLATION CLOSED
BROOKLYN,,-2,A,510,VIOLATION DISMISSED
BRONX,6L,6,C,790,VIOLATION CLOSED
BRONX,3,1,B,1502,FIRST NO ACCESS TO RE- INSPECT VIOLATION
BRONX,2S,2,B,550,VIOLATION DISMISSED
BROOKLYN,6C,6,B,501,FIRST NO ACCESS TO RE- INSPECT VIOLATION
BROOKLYN,C6,3,B,550,VIOLATION CLOSED
BROOKLYN,2F,2,C,790,VIOLATION CLOSED
BRONX,C2,3,B,550,VIOLATION CLOSED
BRONX,,999,B,526,VIOLATION CLOSED
BROOKLYN,D6,4,B,501,VIOLATION CLOSED
BRONX,1K,1,C,567,VIOLATION DISMISSED
BROOKLYN,5A,5,B,508,VIOLATION CLOSED
BROOKLYN,1J,1,C,508,VIOLATION DISMISSED
BRONX,,966,B,530,VIOLATION CLOSED
QUEENS,,966,A,562,VIOLATION CLOSED
MANHATTAN,52B,5,B,508,VIOLATION CLOSED
BROOKLYN,,1,C,672,VIOLATION CLOSED
MANHATTAN,7L,7,B,1503,NOV SENT OUT
BRONX,,1,A,1501,VIOLATION CLOSED
MANHATTAN,1,1,B,508,VIOLATION CLOSED
QUEENS,1F,1,B,583,VIOLATION CLOSED
BRONX,2,1,B,583,VIOLATION CLOSED
BRONX,,-999,B,1492,NOV SENT OUT
MANHATTAN,52,5,A,556,VIOLATION CLOSED
BRONX,881C,1,B,702,VIOLATION CLOSED
BRONX,,1,A,484,VIOLATION CLOSED
MANHATTAN,44,4,C,617,VIOLATION CLOSED
BRONX,,1,B,530,NOT COMPLIED WITH
MANHATTAN,3,1,B,569,NOT COMPLIED WITH
MANHATTAN,3L,3,B,702,VIOLATION CLOSED
BRONX,15,3,A,508,NOT COMPLIED WITH
BROOKLYN,6N,6,B,507,VIOLATION CLOSED
MANHATTAN,3,1,B,1503,VIOLATION CLOSED
BROOKLYN,4,3,B,508,VIOLATION CLOSED
BROOKLYN,C1,3,B,579,VIOLATION CLOSED
BROOKLYN,2,2,B,810,VIOLATION CLOSED
BROOKLYN,,2,A,856,VIOLATION DISMISSED
MANHATTAN,9,4,A,554,VIOLATION CLOSED
BROOKLYN,1,-1,B,1041,VIOLATION DISMISSED
BROOKLYN,D3,3,B,502,NOT COMPLIED WITH
BRONX,7F,7,C,790,VIOLATION CLOSED
STATEN ISLAND,2R,2,B,501,VIOLATION CLOSED
QUEENS,25,2,B,501,NOV SENT OUT
BROOKLYN,1,-1,B,1061,VIOLATION DISMISSED
BRONX,E2,5,B,550,VIOLATION CLOSED
BRONX,3B,,B,501,VIOLATION CLOSED
MANHATTAN,46,4,C,617,DEFECT LETTER ISSUED
BRONX,5A,5,C,501,VIOLATION CLOSED
BRONX,2,2,B,502,VIOLATION CLOSED
BROOKLYN,2L,2,B,702,VIOLATION CLOSED
BROOKLYN,C1,3,B,550,VIOLATION CLOSED
BROOKLYN,3R,3,B,501,VIOLATION DISMISSED
BRONX,3B,2,B,550,VIOLATION CLOSED
QUEENS,24B,2,B,808,NOV SENT OUT
BROOKLYN,BSMT,-1,B,702,VIOLATION CLOSED
BRONX,A,1,B,526,VIOLATION DISMISSED
BRONX,3G,3,A,529,VIOLATION CLOSED
BROOKLYN,2FL,2,A,829,VIOLATION CLOSED
MANHATTAN,1D,1,A,505,VIOLATION CLOSED
MANHATTAN,5,1,C,583,VIOLATION DISMISSED
BRONX,2M,2,A,556,VIOLATION CLOSED
BROOKLYN,B9,2,B,569,VIOLATION CLOSED
BROOKLYN,11,3,B,508,NOV SENT OUT
BROOKLYN,TOPFL,1,B,1502,VIOLATION CLOSED
MANHATTAN,51,5,B,502,VIOLATION CLOSED
BRONX,1E,1,B,508,FIRST NO ACCESS TO RE- INSPECT VIOLATION
BROOKLYN,2F,2,C,790,NOT COMPLIED WITH
BROOKLYN,6A,6,B,506,FIRST NO ACCESS TO RE- INSPECT VIOLATION
BRONX,1G,1,B,550,VIOLATION CLOSED
BRONX,1C,1,B,508,VIOLATION CLOSED
MANHATTAN,2,2,A,529,NOT COMPLIED WITH
STATEN ISLAND,2FL,2,C,876,NOV SENT OUT
BRONX,10,2,A,689,VIOLATION CLOSED
QUEENS,1M,1,B,583,NOV SENT OUT
MANHATTAN,2,2,A,556,VIOLATION CLOSED
BROOKLYN,2B,2,B,509,NOV SENT OUT
BROOKLYN,2B,2,B,598,NOV SENT OUT
BROOKLYN,3,2,B,801,VIOLATION CLOSED
QUEENS,4J,4,B,508,VIOLATION CLOSED
BRONX,4C,4,B,509,VIOLATION CLOSED
BRONX,PHB,13,A,550,VIOLATION CLOSED
BRONX,5A,5,B,507,VIOLATION CLOSED
BRONX,2F,2,C,616,DEFECT LETTER ISSUED
MANHATTAN,,-1,C,583,VIOLATION CLOSED
BROOKLYN,5C,5,C,510,VIOLATION CLOSED
MANHATTAN,46,4,A,554,VIOLATION CLOSED
BRONX,6B,6,B,568,VIOLATION CLOSED
BROOKLYN,5F,5,A,556,FIRST NO ACCESS TO RE- INSPECT VIOLATION
BROOKLYN,B8,2,B,579,VIOLATION CLOSED
MANHATTAN,5D,5,B,550,VIOLATION CLOSED
MANHATTAN,2H,2,A,556,VIOLATION CLOSED
BRONX,D4,4,B,550,VIOLATION CLOSED
BRONX,5A,5,B,550,VIOLATION CLOSED
BROOKLYN,,1,A,700,VIOLATION REOPEN
BRONX,5D,5,B,521,VIOLATION CLOSED
BROOKLYN,1R,1,B,522,FIRST NO ACCESS TO RE- INSPECT VIOLATION
BRONX,5A,5,A,508,VIOLATION CLOSED
BROOKLYN,,-2,B,658,FIRST NO ACCESS TO RE- INSPECT VIOLATION
BROOKLYN,2L,2,B,550,VIOLATION CLOSED
MANHATTAN,1,2,B,505,NOV SENT OUT
MANHATTAN,412,4,B,569,VIOLATION CLOSED
QUEENS,2FL,2,B,869,VIOLATION CLOSED
BROOKLYN,3R,3,B,1502,VIOLATION DISMISSED
BROOKLYN,1C,1,B,808,VIOLATION REOPEN
BRONX,3B,2,A,556,VIOLATION CLOSED
MANHATTAN,7L,7,A,554,NOV SENT OUT
BROOKLYN,D3,4,B,501,VIOLATION REOPEN
BRONX,N41,4,B,583,NOV CERTIFIED LATE
BRONX,5G,5,B,508,VIOLATION CLOSED
MANHATTAN,,Cellar,B,506,NOT COMPLIED WITH
MANHATTAN,5C,5,B,530,NOV SENT OUT
BRONX,1C,2,B,508,VIOLATION CLOSED
BRONX,3E,3,C,617,VIOLATION CLOSED
BRONX,3,2,B,502,NOV SENT OUT
MANHATTAN,1D,1,C,670,VIOLATION CLOSED
MANHATTAN,12F,12,B,508,VIOLATION CLOSED
BRONX,18,4,B,583,VIOLATION CLOSED
BROOKLYN,4C,4,B,506,FIRST NO ACCESS TO RE- INSPECT VIOLATION
BROOKLYN,A7,1,C,616,VIOLATION CLOSED
BROOKLYN,2L,2,B,501,VIOLATION CLOSED
MANHATTAN,2A,2,C,670,VIOLATION CLOSED
QUEENS,1R,1,C,508,VIOLATION CLOSED
BROOKLYN,1H,1,B,702,VIOLATION CLOSED
BRONX,7,2,B,579,VIOLATION DISMISSED
QUEENS,KK,-1,B,522,VIOLATION CLOSED
BROOKLYN,3C,3,A,556,VIOLATION DISMISSED
BROOKLYN,2R,2,B,502,VIOLATION CLOSED
BROOKLYN,8,3,C,742,VIOLATION CLOSED
BROOKLYN,6G,6,B,579,VIOLATION CLOSED
BRONX,4B,4,B,510,VIOLATION CLOSED
BRONX,1C,2,A,554,VIOLATION CLOSED
BROOKLYN,F2,6,C,617,VIOLATION CLOSED
BRONX,4C,4,B,502,NOV SENT OUT
BROOKLYN,2R,2,B,596,NOV SENT OUT
BRONX,3H,3,C,617,INVALID CERTIFICATION
MANHATTAN,51,5,B,521,VIOLATION CLOSED
BROOKLYN,2,2,B,809,VIOLATION CLOSED
BRONX,10G,10,A,556,VIOLATION CLOSED
BROOKLYN,B22,2,B,550,FIRST NO ACCESS TO RE- INSPECT VIOLATION
BROOKLYN,4,3,A,690,VIOLATION CLOSED
QUEENS,4J,4,C,550,NOV SENT OUT
BROOKLYN,8,4,B,508,NOV SENT OUT
BROOKLYN,5F,5,C,510,VIOLATION CLOSED
BROOKLYN,18,,C,555,VIOLATION CLOSED
MANHATTAN,,1,C,671,VIOLATION CLOSED
BROOKLYN,,999,B,510,NOT COMPLIED WITH
MANHATTAN,4E,4,C,617,VIOLATION CLOSED
BRONX,2D,2,B,568,VIOLATION CLOSED
BROOKLYN,1FL,1,B,808,VIOLATION CLOSED
STATEN ISLAND,2A,2,B,899,NOV CERTIFIED LATE
BROOKLYN,2R,2,A,556,NOV SENT OUT
BROOKLYN,2F,2,C,742,VIOLATION CLOSED
BROOKLYN,,1,B,502,NOV SENT OUT
BROOKLYN,,977,B,539,VIOLATION CLOSED
BRONX,1E,1,B,1503,VIOLATION CLOSED
BROOKLYN,2FL,-999,A,829,VIOLATION CLOSED
BRONX,5A,5,B,505,VIOLATION CLOSED
BROOKLYN,4R,4,B,550,NOV SENT OUT
BRONX,1E,1,B,702,FIRST NO ACCESS TO RE- INSPECT VIOLATION
BROOKLYN,2,2,B,502,VIOLATION CLOSED
MANHATTAN,4E,,A,556,VIOLATION CLOSED
MANHATTAN,APT53,5,B,583,VIOLATION CLOSED
BROOKLYN,C9,3,B,502,VIOLATION CLOSED
BRONX,4C,4,A,556,VIOLATION CLOSED
BROOKLYN,,977,B,539,VIOLATION CLOSED
MANHATTAN,44,,C,503,NOV SENT OUT
BROOKLYN,2R,2,C,507,VIOLATION CLOSED
BRONX,6D,6,A,556,VIOLATION CLOSED
BROOKLYN,,-2,C,672,NOT COMPLIED WITH
MANHATTAN,1103,11,B,579,VIOLATION CLOSED
BRONX,2D,2,B,509,VIOLATION CLOSED
MANHATTAN,4C,4,B,508,VIOLATION CLOSED
MANHATTAN,5C,5,B,550,FIRST NO ACCESS TO RE- INSPECT VIOLATION
QUEENS,2E,2,B,583,SECOND NO ACCESS TO RE-INSPECT VIOLATION
MANHATTAN,4A,4,B,702,VIOLATION CLOSED
BRONX,6F,6,B,526,VIOLATION CLOSED
QUEENS,,1,B,502,VIOLATION CLOSED
BRONX,3D,3,B,569,VIOLATION CLOSED
BRONX,5B,5,C,790,NOV SENT OUT
MANHATTAN,,999,B,530,VIOLATION CLOSED
MANHATTAN,44,4,B,702,VIOLATION CLOSED
BROOKLYN,,1,B,802,VIOLATION CLOSED
BROOKLYN,3,,B,510,VIOLATION CLOSED
STATEN ISLAND,,1,C,808,VIOLATION CLOSED
BROOKLYN,11,3,C,742,VIOLATION CLOSED
BRONX,2D,2,B,508,VIOLATION CLOSED
BRONX,1C,2,C,616,VIOLATION CLOSED
BROOKLYN,2L,2,B,506,VIOLATION CLOSED
BRONX,5F,5,A,501,VIOLATION CLOSED
BRONX,4D,4,B,583,VIOLATION CLOSED
BRONX,6,5,B,649,VIOLATION CLOSED
BROOKLYN,,1,A,556,VIOLATION CLOSED
BROOKLYN,3B,3,A,508,INVALID CERTIFICATION
MANHATTAN,4D,4,B,702,VIOLATION CLOSED
BRONX,BSMT,-1,C,616,VIOLATION CLOSED
BROOKLYN,,1,B,502,VIOLATION CLOSED
BROOKLYN,D2,4,A,529,VIOLATION CLOSED
BRONX,4,1,B,550,VIOLATION CLOSED
BROOKLYN,F11,6,A,556,VIOLATION CLOSED
BRONX,1C,,B,501,VIOLATION CLOSED
MANHATTAN,24A,2,B,579,VIOLATION CLOSED
MANHATTAN,,Roof,A,554,NOT COMPLIED WITH
BRONX,,0,B,510,FIRST NO ACCESS TO RE- INSPECT VIOLATION
BROOKLYN,2R,2,B,530,VIOLATION CLOSED
QUEENS,KK,-1,C,617,DEFECT LETTER ISSUED
BRONX,2A,2,A,529,NOV SENT OUT
MANHATTAN,33,3,B,1503,VIOLATION CLOSED
BROOKLYN,1G,1,B,530,FIRST NO ACCESS TO RE- INSPECT VIOLATION
BROOKLYN,3L,3,C,617,FIRST NO ACCESS TO RE- INSPECT VIOLATION
BRONX,1E,5,B,1503,VIOLATION CLOSED
BROOKLYN,B6,2,B,702,FIRST NO ACCESS TO RE- INSPECT VIOLATION
MANHATTAN,3B,3,C,583,VIOLATION CLOSED
BRONX,,-999,A,708,VIOLATION CLOSED
BRONX,,-999,B,505,VIOLATION CLOSED
BROOKLYN,2FL,2,B,802,VIOLATION DISMISSED
BROOKLYN,6C,6,B,507,VIOLATION CLOSED
BROOKLYN,2L,2,B,568,VIOLATION CLOSED
MANHATTAN,,966,A,484,NOT COMPLIED WITH
MANHATTAN,5J,5,B,702,NOV CERTIFIED LATE
BRONX,,6,B,505,VIOLATION CLOSED
MANHATTAN,4F,4,A,556,VIOLATION CLOSED
BROOKLYN,4B,2,C,583,VIOLATION CLOSED
BROOKLYN,3R,3,C,526,VIOLATION CLOSED
MANHATTAN,5B,5,A,556,VIOLATION CLOSED
BRONX,2C,4,C,617,DEFECT LETTER ISSUED
BRONX,4G,4,B,508,NOT COMPLIED WITH
BRONX,P41,4,B,550,VIOLATION CLOSED
BRONX,3L,3,B,569,VIOLATION CLOSED
MANHATTAN,,999,B,502,VIOLATION CLOSED
BROOKLYN,D9,4,C,508,VIOLATION CLOSED
BRONX,3C,3,A,556,VIOLATION CLOSED
BROOKLYN,2L,2,B,649,VIOLATION CLOSED
QUEENS,601,6,B,502,VIOLATION CLOSED
BROOKLYN,1A,1,B,550,VIOLATION CLOSED
BROOKLYN,D2,4,B,702,VIOLATION CLOSED
MANHATTAN,,977,B,539,VIOLATION CLOSED
BROOKLYN,5F,5,B,501,FIRST NO ACCESS TO RE- INSPECT VIOLATION
MANHATTAN,3D,3,B,510,FIRST NO ACCESS TO RE- INSPECT VIOLATION
BROOKLYN,B9,2,B,501,VIOLATION CLOSED
BRONX,881C,1,B,1502,VIOLATION CLOSED
MANHATTAN,2C,2,C,583,VIOLATION CLOSED
QUEENS,4F,4,C,790,VIOLATION CLOSED
BRONX,B4,-1,B,530,VIOLATION CLOSED
BROOKLYN,D2,4,B,568,VIOLATION CLOSED
BROOKLYN,1L,1,A,508,NOV SENT OUT
STATEN ISLAND,PH,2,B,808,NOV SENT OUT
MANHATTAN,3,,B,510,VIOLATION DISMISSED
BRONX,1A,2,C,617,CERTIFICATION POSTPONMENT GRANTED
BROOKLYN,311,3,A,556,VIOLATION CLOSED
BRONX,2B,2,A,550,VIOLATION CLOSED
STATEN ISLAND,2FL,2,C,808,NOV SENT OUT
QUEENS,5E,5,C,616,NOV SENT OUT
BRONX,6D,6,B,568,VIOLATION CLOSED
BROOKLYN,2A,2,B,568,VIOLATION DISMISSED
BROOKLYN,E3,5,C,617,VIOLATION CLOSED
BRONX,4G,4,B,1503,NOV SENT OUT
BROOKLYN,3L,3,A,556,VIOLATION CLOSED
BRONX,1C,1,B,501,VIOLATION CLOSED
MANHATTAN,,1,C,526,VIOLATION CLOSED
BRONX,2F,2,A,529,VIOLATION CLOSED
STATEN ISLAND,,0,B,852,NOV SENT OUT
BRONX,,0,B,509,NOV SENT OUT
BROOKLYN,6C,6,B,568,FIRST NO ACCESS TO RE- INSPECT VIOLATION
BROOKLYN,6G,6,B,508,VIOLATION CLOSED
BROOKLYN,B9,2,B,550,VIOLATION CLOSED
BRONX,,999,A,491,FIRST NO ACCESS TO RE- INSPECT VIOLATION
MANHATTAN,,1,C,508,VIOLATION CLOSED
MANHATTAN,5A,5,B,1502,VIOLATION CLOSED
BROOKLYN,C1,3,B,501,VIOLATION CLOSED
BRONX,9B,1,A,529,VIOLATION CLOSED
BROOKLYN,11,3,B,501,NOV SENT OUT
BRONX,5A,5,A,509,VIOLATION CLOSED
MANHATTAN,5C,5,C,670,VIOLATION CLOSED
STATEN ISLAND,BASE,-1,B,809,VIOLATION CLOSED
BRONX,3B,3,B,583,VIOLATION CLOSED
MANHATTAN,17,5,B,1503,VIOLATION CLOSED
BRONX,2C,4,C,617,DEFECT LETTER ISSUED
BROOKLYN,,,B,510,FIRST NO ACCESS TO RE- INSPECT VIOLATION
BROOKLYN,3A,3,B,508,NOV SENT OUT
MANHATTAN,44,4,C,790,VIOLATION CLOSED
BROOKLYN,D5,4,B,510,VIOLATION CLOSED
QUEENS,2L,2,C,617,NOV SENT OUT
BRONX,2H,2,B,508,NOV SENT OUT
MANHATTAN,1A,1,C,617,VIOLATION CLOSED
BRONX,4CC,4,C,666,VIOLATION CLOSED
BRONX,5A,5,B,508,VIOLATION CLOSED
BRONX,2C,4,C,617,DEFECT LETTER ISSUED
BRONX,1A,1,B,508,VIOLATION CLOSED
BROOKLYN,2,2,B,550,VIOLATION CLOSED
QUEENS,2FRONT,2,B,1502,VIOLATION WILL BE REINSPECTED
BRONX,2I,2,B,702,VIOLATION CLOSED
BROOKLYN,1J,1,C,583,VIOLATION CLOSED
QUEENS,2D,2,B,702,VIOLATION CLOSED
BRONX,4CC,4,C,670,VIOLATION CLOSED
BRONX,18,4,B,508,VIOLATION CLOSED
BROOKLYN,D5,4,B,702,VIOLATION CLOSED
BRONX,1G,2,B,508,VIOLATION CLOSED
MANHATTAN,,,B,495,VIOLATION WILL BE REINSPECTED
MANHATTAN,44,4,B,702,VIOLATION CLOSED
MANHATTAN,44,4,C,617,VIOLATION CLOSED
BROOKLYN,6F,6,B,550,VIOLATION CLOSED
BROOKLYN,6G,6,A,502,VIOLATION DISMISSED
BRONX,3D,3,B,579,VIOLATION CLOSED
MANHATTAN,3F,2,B,569,VIOLATION CLOSED
MANHATTAN,46,4,A,554,VIOLATION CLOSED
BROOKLYN,4B,4,B,501,FIRST NO ACCESS TO RE- INSPECT VIOLATION
BROOKLYN,,1,C,501,NOV SENT OUT
BROOKLYN,,977,B,539,VIOLATION CLOSED
BRONX,2F,,B,566,SECOND NO ACCESS TO RE-INSPECT VIOLATION
MANHATTAN,2G,2,A,508,FIRST NO ACCESS TO RE- INSPECT VIOLATION
BROOKLYN,2L,2,A,690,VIOLATION CLOSED
MANHATTAN,43,4,B,505,VIOLATION CLOSED
BRONX,4D,4,B,583,VIOLATION CLOSED
BRONX,2A,2,B,550,VIOLATION CLOSED
BROOKLYN,2FL,2,B,1502,VIOLATION CLOSED
BROOKLYN,2R,2,A,550,NOV SENT OUT
BRONX,3F,3,B,702,VIOLATION CLOSED
QUEENS,25,2,A,556,NOV SENT OUT
QUEENS,KK,-1,B,508,VIOLATION CLOSED
BROOKLYN,5D,4,B,501,NOV SENT OUT
BROOKLYN,2I,2,C,790,INVALID CERTIFICATION
BRONX,2F,3,B,583,NOT COMPLIED WITH
BRONX,,0,B,686,VIOLATION CLOSED
BRONX,4F,4,B,502,VIOLATION CLOSED
MANHATTAN,2D,2,A,556,VIOLATION CLOSED
QUEENS,5G,5,B,583,NOV SENT OUT
BROOKLYN,2L,2,B,501,NOV SENT OUT
STATEN ISLAND,3F,3,B,502,NOT COMPLIED WITH
BROOKLYN,1R,1,B,530,FIRST NO ACCESS TO RE- INSPECT VIOLATION
BRONX,8M,8,B,550,VIOLATION CLOSED
BRONX,2B,2,A,556,VIOLATION CLOSED
BRONX,4B,,C,510,VIOLATION CLOSED
BROOKLYN,6C,6,B,579,FIRST NO ACCESS TO RE- INSPECT VIOLATION
BRONX,1G,1,B,501,VIOLATION CLOSED
MANHATTAN,5B,5,B,501,VIOLATION CLOSED
BRONX,5B,5,B,502,INVALID CERTIFICATION
BRONX,20E,20,B,505,NOT COMPLIED WITH
